,beta,bookValuePerShare,currentRatio,dividendYield,epsChangePercentTTM,epsChangeYear,epsTTM,grossMarginMRQ,grossMarginTTM,interestCoverage,ltDebtToEquity,marketCap,marketCapFloat,netProfitMarginMRQ,netProfitMarginTTM,operatingMarginMRQ,operatingMarginTTM,pbRatio,pcfRatio,peRatio,pegRatio,prRatio,quickRatio,returnOnAssets,returnOnEquity,returnOnInvestment,revChangeIn,revChangeTTM,revChangeYear,sharesOutstanding,shortIntDayToCover,shortIntToFloat,totalDebtToCapital,totalDebtToEquity,vol10DayAvg,vol1DayAvg,vol3MonthAvg,Sector_Communication Services,Sector_Consumer Discretionary,Sector_Consumer Staples,Sector_Energy,Sector_Financials,Sector_Health Care,Sector_Industrials,Sector_Information Technology,Sector_Materials,Sector_Real Estate,Sector_Utilities
MMM,0.9770399999999999,0.0,1.9371099999999999,3.57,7.32712,15.507470000000001,8.82113,47.742470000000004,47.880590000000005,11.45313,177.5444,94876.16,574.9571,17.93478,16.39078,24.24749,21.37913,8.738710000000001,13.724310000000001,18.67221,2.5483700000000002,3.0260599999999998,1.36473,12.22873,49.035340000000005,14.81321,0.0,0.0,0.0,576019442.0,0.0,0.0,65.54281999999999,191.2315,2431915.0,2431920.0,63719600.0,0,0,0,0,0,0,1,0,0,0,0
ABT,0.9342799999999999,4.42139,1.5714,1.43,5.14238,0.0,1.7287299999999999,55.472159999999995,57.66124,5.42742,59.46759,178310.1,1758.307,7.328060000000001,9.80155,9.30677,12.76555,5.83132,28.55245,58.256640000000004,11.328731,5.670719999999999,1.0967200000000001,4.49261,9.89978,5.27948,0.0,1.6453900000000001,0.0,1770529999.0,0.0,0.0,38.98607,64.35673,3484994.0,3484990.0,112914970.0,0,0,0,0,0,1,0,0,0,0,0
ABBV,0.73963,0.0,0.86245,4.9,63.80966,0.0,4.5458,64.40288000000001,73.30996,2.51788,557.9344,170041.7,1762.9029999999998,0.0,19.20115,7.213430000000001,30.16535,11.55757,16.78264,21.19539,0.33216599999999996,4.69378,0.69776,6.731439999999999,224.8779,8.4284,20.95371,11.04402,0.0,1764833246.0,0.0,0.0,85.58005,594.452,6857633.0,6857630.0,162702600.0,0,0,0,0,0,1,0,0,0,0,0
ABMD,1.17711,27.399659999999997,5.61419,0.0,0.0,0.0,3.47895,78.17228,81.17775,0.0,0.0,13944.38,43.96396,27.047620000000002,19.88232,20.66485,27.298370000000002,12.654739999999999,77.37464,88.978,0.0,17.472720000000002,4.8053099999999995,13.364429999999999,15.079920000000001,14.664929999999998,0.0,0.1227,0.0,45047262.0,0.0,0.0,0.0,0.0,341546.0,341550.0,8935360.0,0,0,0,0,0,1,0,0,0,0,0
ACN,1.02444,20.99727,1.36505,1.38,6.682919999999999,0.0,7.6767,32.10436,31.36037,181.7802,0.37679,154391.0,662.3773,11.39664,11.2811,15.58262,14.68196,9.24623,23.82085,30.30208,4.534257,3.4657699999999996,0.0,15.89984,33.27742,25.153129999999997,0.0,4.41613,0.0,636196634.0,0.0,0.0,0.41708999999999996,0.4311,1386674.0,1386670.0,41319920.0,0,0,0,0,0,0,0,1,0,0,0
ATVI,0.69725,10.701369999999999,3.01877,0.5,30.698809999999998,75.46306,2.34275,75.72464000000001,70.33485999999999,35.95238,19.55854,63285.79,762.4085,30.0207,25.95879,38.76812,29.50773,4.62448,27.81793,34.99733,1.1400219999999999,9.05635,0.0,9.61951,14.139289999999999,10.82371,8.05369,0.0,0.0,771872058.0,0.0,0.0,16.358970000000003,19.55854,9256346.0,9256350.0,152878810.0,1,0,0,0,0,0,0,0,0,0,0
ADBE,0.89481,9.89523,1.28757,0.0,40.05255,76.62621,7.59005,86.73274,85.59622,63.5,37.809020000000004,216607.2,477.5721,35.16624,30.73937,32.48082,31.3551,19.920820000000003,47.87175,59.49631,1.4854559999999999,17.983060000000002,0.0,17.94367,35.580009999999994,26.05816,1.19702,19.24718,0.0,479665239.0,0.0,0.0,27.435809999999996,37.809020000000004,2128480.0,2128480.0,58033160.0,0,0,0,0,0,0,0,1,0,0,0
AMD,2.28518,58.574009999999994,2.09901,0.0,167.4835,305.4182,0.5031899999999999,43.892340000000004,44.36307,12.35714,14.826020000000002,96765.76,1166.9180000000001,8.074530000000001,7.76877,8.95445,9.36437,29.277179999999998,112.7806,163.795,0.9779770000000001,12.65574,1.55505,10.16688,22.89666,15.952729999999999,8.17469,30.144679999999997,0.0,1174056713.0,0.0,0.0,17.27159,20.87746,71018693.0,71018690.0,1322454360.0,0,0,0,0,0,0,0,1,0,0,0
AAP,1.38297,13.33969,1.36037,0.62,0.0,0.0,5.48705,43.5151,43.6515,7.83182,35.0886,11125.3,68.85003,1.61564,4.10355,2.90691,5.79241,3.14537,17.5188,29.34181,0.0,1.17668,0.42351000000000005,3.35132,10.95342,5.53308,0.0,0.0,0.0,69101221.0,0.0,0.0,32.986990000000006,49.224759999999996,898032.0,898030.0,19548400.0,0,1,0,0,0,0,0,0,0,0,0
AES,1.0061200000000001,0.0,1.0950799999999998,3.24,0.0,0.0,0.28415,23.63554,23.84767,2.62567,785.2153,11752.87,662.6971,0.0,5.95151,19.07984,20.674229999999998,4.77231,7.14895,62.185469999999995,0.0,1.22286,1.0025700000000002,1.6872200000000002,6.70194,2.19565,0.0,0.0,0.0,665131148.0,0.0,0.0,79.48308,868.1154,6310459.0,6310460.0,136131160.0,0,0,0,0,0,0,0,0,0,0,1
AFL,0.84964,13.956579999999999,0.0,2.99,0.0,2.51235,4.00017,0.0,0.0,22.57143,25.93134,26705.7,651.0754,14.888110000000001,13.47534,20.954320000000003,18.931729999999998,0.90901,0.0,9.3646,0.0,1.22864,0.0,1.89895,10.15938,0.0,4.74622,0.0,0.0,712912378.0,0.0,0.0,20.59165,25.93134,3163678.0,3163680.0,78578880.0,0,0,0,0,1,0,0,0,0,0,0
A,1.08416,0.0,1.6303299999999998,0.74,0.0,0.0,2.1793299999999998,52.90792,53.66692,14.4375,37.5,30108.88,307.6586,8.15832,13.044310000000001,8.2391,15.12605,6.2988800000000005,31.07212,44.743109999999994,0.0,5.75036,1.24473,7.3929800000000006,13.807739999999999,8.86207,0.0,4.32357,0.0,308777396.0,0.0,0.0,34.28886,52.18121,1120448.0,1120450.0,34965200.0,0,0,0,0,0,1,0,0,0,0,0
APD,0.9305100000000001,7.7714,3.4760699999999995,1.85,10.541210000000001,0.0,8.62636,34.87798,34.43545,0.0,63.115280000000006,63962.18,220.0912,22.13345,22.33032,26.10885,25.8589,5.48594,20.38635,33.56688,3.184348,7.252439999999999,3.31748,8.88839,16.6402,10.13504,0.0,0.0,0.0,220894376.0,0.0,0.0,40.54033,70.3104,1121376.0,1121380.0,24210490.0,0,0,0,0,0,0,0,0,1,0,0
AKAM,0.28709,6.45055,3.33576,0.0,28.318309999999997,42.35344,3.2995,65.1694,65.47004,24.60294,47.9712,17550.97,159.243,20.43601,17.89716,23.961920000000003,20.43273,4.49324,17.508010000000002,32.69283,1.154477,5.77135,0.0,8.66105,14.85263,9.61611,3.97919,8.81992,0.0,162704861.0,0.0,0.0,32.41928,47.9712,1297766.0,1297770.0,37563200.0,0,0,0,0,0,0,0,1,0,0,0
ALK,1.51508,16.830379999999998,0.78738,0.0,0.0,0.0,0.41871,23.04038,52.517230000000005,0.0,40.11914,4483.177,123.0614,0.0,0.85406,0.0,0.97393,1.16114,9.26276,86.59931999999999,0.0,0.67174,0.0,0.42302,1.4552,0.59083,0.0,0.0,0.0,123639730.0,0.0,0.0,40.57257,68.27247,2488119.0,2488120.0,72404290.0,0,0,0,0,0,0,1,0,0,0,0
ALB,1.4270200000000002,16.30921,1.6134600000000001,1.68,0.0,0.0,4.119269999999999,30.542409999999997,33.321090000000005,6.0079199999999995,77.82862,9760.473,105.8612,9.507769999999999,11.59808,14.69801,15.43539,2.4248,15.890139999999999,22.27822,0.0,2.89182,1.01432,4.286519999999999,11.201880000000001,5.18881,3.4112699999999996,0.0,0.0,106357989.0,0.0,0.0,45.68878,87.92189,1376977.0,1376980.0,25927050.0,0,0,0,0,0,0,0,0,1,0,0
ARE,0.82749,6.49843,0.0,2.44,0.0,165.983,3.26915,71.64222,70.67598000000001,0.0,79.76799,21870.79,124.6968,55.740390000000005,27.11407,22.89132,22.40155,2.29107,20.38803,53.047430000000006,0.0,13.0535,0.0,2.5162400000000003,4.65399,2.83853,0.0,18.40932,0.0,126114573.0,0.0,0.0,40.46456,79.76799,568521.0,568520.0,20235900.0,0,0,0,0,0,0,0,0,0,1,0
ALXN,1.36945,25.15308,4.79234,0.0,0.0,0.0,3.73254,89.96954000000001,91.58178000000001,0.0,22.03454,22520.02,218.428,0.0,15.28139,0.0,7.15756,2.14593,18.63778,27.528170000000003,0.0,4.06734,4.27658,5.41142,8.192969999999999,5.8112699999999995,0.0,23.06735,0.0,219172983.0,0.0,0.0,18.85964,23.24322,1445272.0,1445270.0,39673420.0,0,0,0,0,0,1,0,0,0,0,0
ALGN,1.9826400000000002,12.83085,1.22053,0.0,316.7574,0.0,21.50985,63.67275,70.73655,0.0,0.0,24386.05,72.39668,0.0,78.74982,0.0,12.73928,8.570789999999999,13.71221,14.38969,0.045427999999999996,11.28772,1.08111,53.400769999999994,80.65536999999999,73.31300999999999,0.0,0.0,0.0,78786683.0,0.0,0.0,0.0,0.0,597698.0,597700.0,19031720.0,0,0,0,0,0,1,0,0,0,0,0
ALLE,1.1503,0.0,2.10718,1.25,0.0,0.0,3.0605900000000004,42.22222,43.80307,8.664060000000001,210.8487,9431.791,91.89882,12.50212,10.49048,16.3698,14.886529999999999,13.9214,25.63683,33.41186,0.0,3.45234,1.47401,10.08587,42.810159999999996,12.20405,0.0,0.0,0.0,92233434.0,0.0,0.0,67.76182,210.9668,615188.0,615190.0,14586720.0,0,0,0,0,0,0,1,0,0,0,0
LNT,0.35329,6.108569999999999,0.85535,2.82,23.347179999999998,35.41819,2.63699,43.35922,40.13685,4.54324,114.3364,13455.83,249.3435,17.93998,18.37367,22.028570000000002,22.75225,2.42522,10.960189999999999,20.439970000000002,0.8754790000000001,3.79134,0.6736800000000001,3.90581,12.527439999999999,4.3154900000000005,0.0,0.0,0.0,249644352.0,0.0,0.0,54.06321,117.6905,1156791.0,1156790.0,28382710.0,0,0,0,0,0,0,0,0,0,0,1
ALL,0.7680100000000001,8.840010000000001,0.0,2.27,89.02444,58.44591,13.34384,0.0,0.0,47.1519,24.58312,29741.87,311.002,11.1637,10.27285,13.80727,12.77091,1.1915200000000001,5.97106,7.13663,0.080165,0.6785100000000001,0.0,3.75814,18.22043,0.0,11.12545,4.07674,0.0,312316158.0,0.0,0.0,19.7323,24.58312,1654847.0,1654850.0,42727200.0,0,0,0,0,1,0,0,0,0,0,0
GOOGL,1.06144,13.894860000000001,3.4144699999999997,0.0,0.0,0.0,44.21604,51.55495,54.15106,0.0,1.93805,1031872.0,614.1333,18.17114,18.99295,16.6671,19.757270000000002,4.98203,23.32915,34.29163,0.0,6.21497,3.3958,11.775360000000001,15.786179999999998,13.863079999999998,0.0,11.95625,0.0,300471156.0,0.0,0.0,2.4256900000000003,2.48599,1329513.0,1329510.0,37111540.0,1,0,0,0,0,0,0,0,0,0,0
GOOG,1.06144,13.894860000000001,3.4144699999999997,0.0,0.0,0.0,44.21604,51.55495,54.15106,0.0,1.93805,1031872.0,614.1333,18.17114,18.99295,16.6671,19.757270000000002,4.98203,23.32915,34.29163,0.0,6.21497,3.3958,11.775360000000001,15.786179999999998,13.863079999999998,0.0,11.95625,0.0,333631113.0,0.0,0.0,2.4256900000000003,2.48599,1582720.0,1329510.0,37111540.0,1,0,0,0,0,0,0,0,0,0,0
MO,0.48713,16.978839999999998,0.74511,7.99,0.0,0.0,0.0,51.65698,49.814370000000004,9.5906,484.2124,79966.83,1856.398,30.4382,0.0,44.52646,4.04471,14.05879,0.0,0.0,0.0,3.12505,0.5414899999999999,0.0,0.0,0.0,0.12580999999999998,1.5517100000000001,0.0,1858397202.0,0.0,0.0,83.29605,510.5837,6521300.0,6521300.0,170473660.0,0,0,1,0,0,0,0,0,0,0,0
AMZN,1.3229,40.0871,1.18118,0.0,9.27919,97.37884,26.01589,40.7729,40.27118,36.72761,67.62288000000001,1594036.0,426.4132,5.89009,4.12734,6.57167,5.24207,21.62526,44.12679,122.3256,13.182789000000001,4.953790000000001,0.97245,5.9070599999999995,20.79045,9.284460000000001,17.83916,27.658959999999997,0.0,500889651.0,0.0,0.0,40.89419,69.1881,3550561.0,3550560.0,95862400.0,0,1,0,0,0,0,0,0,0,0,0
AMCR,0.0,15.45839,1.23284,4.07,0.0,17.01625,0.33731,20.757720000000003,19.70958,7.192589999999999,130.9984,17806.89,1571.388,5.730659999999999,4.32439,8.63419,7.509410000000001,3.7543300000000004,14.85764,33.529990000000005,0.0,1.4929,0.73452,0.0,0.0,0.0,3.21711,0.0,0.0,1574437347.0,0.0,0.0,57.588919999999995,137.5981,5540033.0,5540030.0,211527660.0,0,0,0,0,0,0,0,0,1,0,0
AEE,0.29978,3.41736,0.81,2.43,6.0477099999999995,35.37032,3.4193599999999997,53.218880000000006,48.1507,3.50495,123.6295,20119.69,246.0235,17.45351,14.67401,25.32189,22.26045,2.44577,10.61725,23.8144,3.937755,3.46115,0.5529999999999999,2.9353599999999997,10.5756,3.2138299999999997,0.0,0.0,0.0,247079529.0,0.0,0.0,55.99201,129.4275,1424553.0,1424550.0,32737450.0,0,0,0,0,0,0,0,0,0,0,1
AAL,1.73101,0.0,0.7660600000000001,0.0,0.0,0.0,0.0,2.15783,56.91976,0.0,0.0,6418.0419999999995,502.9172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19238,0.6742199999999999,0.0,0.0,0.0,0.0,0.0,0.0,508561163.0,0.0,0.0,111.27600000000001,0.0,84275153.0,84275150.0,2049284860.0,0,0,0,0,0,0,1,0,0,0,0
AEP,0.35968,2.9853,0.42217,3.45,0.0,12.46349,3.8396199999999996,48.14869,43.66082,2.79143,132.681,40302.71,496.1057,14.17573,11.965069999999999,20.68403,17.974629999999998,2.00687,8.96373,21.155739999999998,0.0,2.6563,0.29573,2.41482,9.6613,2.76506,0.0,0.0,0.0,496155436.0,0.0,0.0,60.9456,158.6532,3172471.0,3172470.0,65732700.0,0,0,0,0,0,0,0,0,0,0,1
AXP,1.13715,7.105239999999999,0.0,1.76,0.0,0.0,4.82925,77.10145,70.75265999999999,0.0,231.6826,78543.47,804.1222,3.23882,9.769910000000001,7.83869,12.77862,3.72841,14.825120000000002,20.199820000000003,0.0,1.8844900000000002,0.0,2.10869,17.91457,4.06848,0.0,0.0,0.0,805161121.0,0.0,0.0,86.51868,641.7672,3877498.0,3877500.0,107789040.0,0,0,0,0,1,0,0,0,0,0,0
AIG,1.4621600000000001,0.0,0.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,63.11662,25808.56,860.7357,0.0,0.0,0.0,0.0,0.41796000000000005,46.00456,0.0,0.0,0.53072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861433900.0,0.0,0.0,38.472840000000005,63.11662,7444364.0,7444360.0,139289250.0,0,0,0,0,1,0,0,0,0,0,0
AMT,0.41063,2.75109,0.54275,1.75,30.32735,3.8379300000000005,4.311319999999999,71.77209,71.70774,3.8621199999999996,603.519,111296.3,442.2351,23.43962,24.946679999999997,36.136959999999995,35.75687,30.74162,29.588279999999997,58.19795,1.9189919999999998,14.29919,0.0,4.8188,42.26077,5.73755,0.0,2.1390000000000002,0.0,443570634.0,0.0,0.0,84.56425,696.4948,1291372.0,1291370.0,37367550.0,0,0,0,0,0,0,0,0,0,1,0
AWK,0.24184,4.3273,0.8973,1.5,7.28108,3.52949,3.5248699999999995,0.0,0.0,3.09901,151.3569,26557.27,180.3281,18.9044,17.28997,33.61976,31.924120000000002,4.1901,21.57374,41.57884,5.710532,7.197089999999999,0.8731700000000001,2.7822,10.31945,3.0070900000000003,10.308060000000001,4.79977,0.0,181204068.0,0.0,0.0,62.54136999999999,166.9612,630774.0,630770.0,17303840.0,0,0,0,0,0,0,0,0,0,0,1
AMP,1.8215700000000001,0.8236,0.0,2.64,41.04697,0.0,19.12752,55.31136,51.20793,15.292679999999999,66.52308000000001,18982.04,119.9612,0.0,20.49791,0.0,26.1158,2.9285400000000004,7.0539,8.25146,0.201025,1.5545,0.0,1.6489900000000002,39.95211,1.85233,0.0,0.0,0.0,120268867.0,0.0,0.0,76.00945,316.8308,569488.0,569490.0,19283790.0,0,0,0,0,1,0,0,0,0,0,0
ABC,0.5965,9.5654,0.97672,1.62,80.99891,0.0,7.56999,2.69408,2.62167,12.84903,93.86581,21112.34,146.9462,0.63321,0.8466799999999999,0.84347,0.60952,5.46858,10.57258,13.66184,0.168667,0.11333,0.5898899999999999,3.97954,45.86095,16.07858,0.0,5.09934,0.0,204141795.0,0.0,0.0,51.063109999999995,107.3394,807734.0,807730.0,23368310.0,0,0,0,0,0,1,0,0,0,0,0
AME,1.3097,10.71486,2.47396,0.71,9.7376,0.0,3.8584400000000003,33.86891,34.69883,10.01323,50.18289,23284.52,228.6224,16.42587,18.52448,22.43157,24.99672,4.24401,20.512610000000002,26.28005,2.6988220000000003,4.8554,1.8631,9.16743,17.49906,10.21997,0.0,0.0,0.0,229630395.0,0.0,0.0,34.337959999999995,52.295,1120354.0,1120350.0,26886750.0,0,0,0,0,0,0,1,0,0,0,0
AMGN,0.8602299999999999,0.0,2.17571,2.63,0.0,0.0,12.2397,76.0232,78.23135,7.92833,320.2271,142329.4,584.6569,29.052529999999997,30.0358,37.43152,37.86675,13.369079999999999,13.77026,19.85424,0.0,5.85694,1.8108,11.736239999999999,68.04643,14.14001,0.7304,3.1364099999999997,0.0,585693775.0,0.0,0.0,76.25159000000001,321.0808,1718899.0,1718900.0,52493300.0,0,0,0,0,0,1,0,0,0,0,0
APH,1.29275,10.142430000000001,2.58683,0.91,0.0,0.0,3.5870699999999998,30.37987,30.91185,11.834439999999999,79.42851999999999,32788.63,293.936,13.10692,13.662339999999999,17.98239,18.55797,6.9176899999999995,23.43552,30.63503,0.0,4.04743,1.8239400000000001,10.136510000000001,24.72853,12.3781,6.740060000000001,0.0,0.0,298376863.0,0.0,0.0,43.96363,79.47706,1173322.0,1173320.0,31597120.0,0,0,0,0,0,0,0,1,0,0,0
ADI,1.3251700000000002,15.76859,1.29664,2.11,0.0,0.0,2.9955,64.28515,65.56325,7.098310000000001,44.364470000000004,43330.01,367.7318,20.32527,20.14323,26.1203,25.29831,3.7329199999999996,22.412770000000002,39.20547,0.0,7.81568,0.92353,5.1788,9.561060000000001,5.5586400000000005,1.03524,0.0,0.0,368954425.0,0.0,0.0,32.5408,48.23774,2973237.0,2973240.0,63415960.0,0,0,0,0,0,0,0,1,0,0,0
ANSS,1.20848,10.517000000000001,2.38001,0.0,0.0,0.0,4.588080000000001,86.03437,87.18172,510.4389,12.323360000000001,27226.07,84.94097,25.03857,26.16715,29.2503,28.77767,7.914289999999999,57.646080000000005,69.17055,0.0,17.90279,0.0,9.72406,12.72332,11.15431,26.45245,9.359739999999999,0.0,85789237.0,0.0,0.0,10.97132,12.323360000000001,354166.0,354170.0,9428930.0,0,0,0,0,0,0,0,1,0,0,0
ANTM,0.9349200000000001,6.75955,0.0,1.34,49.513659999999994,104.206,23.02301,0.0,0.0,16.62687,57.67813,71203.99,250.2068,7.7804,5.23345,11.45182,7.60337,2.07164,9.91009,12.29683,0.248352,0.62989,0.0,7.22225,18.13389,0.0,0.0,16.794610000000002,0.0,251506458.0,0.0,0.0,38.39731,62.330580000000005,925099.0,925100.0,26424880.0,0,0,0,0,0,1,0,0,0,0,0
AON,0.8438,0.0,1.09245,0.89,26.44981,48.96569,7.508589999999999,0.0,0.0,6.31915,202.9159,45570.25,229.3207,16.4197,16.51184,23.508210000000002,23.087429999999998,12.64668,19.47447,26.19933,0.9905299999999999,4.1503,0.0,5.86712,47.51916,12.60472,0.0,1.03055,0.0,231650336.0,0.0,0.0,68.64392,224.632,1719819.0,1719820.0,31307260.0,0,0,0,0,1,0,0,0,0,0,0
AOS,1.23306,4.678319999999999,1.9641,1.93,0.0,0.0,1.8189799999999998,37.279709999999994,38.3539,38.24,16.543029999999998,8023.852,134.0638,10.21238,10.723410000000001,13.10438,13.777470000000001,5.14648,21.227120000000003,27.3285,0.0,2.88638,1.548,9.678889999999999,17.62237,12.70186,4.23928,0.0,0.0,135375099.0,0.0,0.0,14.49567,16.953139999999998,864773.0,864770.0,25477220.0,0,0,0,0,0,0,1,0,0,0,0
APA,4.819369999999999,0.0,0.96959,0.65,0.0,0.0,0.0,58.7766,72.39775,0.0,0.0,5788.329000000001,376.4779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12199,0.6906399999999999,0.0,0.0,0.0,0.0,0.0,0.0,377458656.0,0.0,0.0,100.5015,0.0,6473120.0,6473120.0,278186140.0,0,0,0,1,0,0,0,0,0,0,0
AIV,0.81274,6.7006,0.0,4.47,0.0,0.0,1.2190299999999998,66.12418000000001,66.14321,0.8184899999999999,267.5919,5467.813,147.6203,19.745160000000002,22.023120000000002,14.597270000000002,15.816429999999999,3.2201299999999997,9.23985,30.130509999999997,0.0,6.0537,0.0,2.97736,10.47217,3.31461,0.0,0.0,0.0,148865047.0,0.0,0.0,72.29086,288.1124,894709.0,894710.0,23383560.0,0,0,0,0,0,0,0,0,0,1,0
AAPL,1.22648,1.38123,1.46945,0.72,14.292629999999999,18.38127,13.157229999999998,37.9995,38.18781,0.0,130.9842,1960079.0,4272.45,18.85398,21.33376,21.93348,24.515710000000002,27.16978,28.018340000000002,34.84244,2.437791,7.157310000000001,1.42772,18.2694,69.24818,25.705679999999997,2.35282,5.72241,0.0,4275634000.0,0.0,0.0,61.06649,156.8482,43917954.0,43917950.0,771042970.0,0,0,0,0,0,0,0,1,0,0,0
AMAT,1.3935600000000001,6.83218,2.85834,1.31,19.7001,49.68247,3.44291,44.48237,44.23408,16.58824,56.9234,61349.13,913.0360000000001,19.135379999999998,19.58446,25.21047,24.25621,6.41124,17.247429999999998,19.44286,0.986942,3.77115,1.93606,15.93956,36.03053,19.97117,11.06899,11.32553,0.0,916479293.0,0.0,0.0,36.274640000000005,56.9234,8644718.0,8644720.0,150320170.0,0,0,0,0,0,0,0,1,0,0,0
APTV,2.31901,11.68949,1.89297,0.0,73.67572,0.0,6.56885,0.66327,15.225670000000001,0.0,56.84241,23803.51,268.6292,0.0,13.799529999999999,0.0,15.744270000000002,3.42919,9.836160000000001,13.42092,0.182162,1.92882,1.46905,11.99803,32.10018,16.110870000000002,0.0,0.0,0.0,270025374.0,0.0,0.0,36.78141,59.72342,1498060.0,1498060.0,52031470.0,0,1,0,0,0,0,0,0,0,0,0
ADM,0.9763799999999999,2.3323400000000003,1.7184,3.24,41.22582,118.6725,3.21526,6.80548,6.696110000000001,0.0,44.741620000000005,24665.17,553.2474,2.89908,2.81622,2.7885299999999997,2.42435,1.27926,8.80899,13.80604,0.334888,0.38356,1.12304,4.16528,9.475010000000001,5.90229,8.75752,1.5122799999999998,0.0,555646889.0,0.0,0.0,32.10823,47.54574,2011769.0,2011770.0,54713440.0,0,0,1,0,0,0,0,0,0,0,0
ANET,1.12685,34.90809,5.58729,0.0,3.66681,0.0,9.39242,63.653,64.12149000000001,0.0,0.0,16346.26,54.515769999999996,26.78525,33.1553,30.89128,31.76512,5.37893,20.68956,22.89186,6.242991,7.1992199999999995,5.05816,19.359579999999998,27.062209999999997,22.77125,3.35373,0.0,0.0,76025600.0,0.0,0.0,0.0,0.0,1174094.0,1174090.0,14597190.0,0,0,0,0,0,0,0,1,0,0,0
AJG,0.7369899999999999,6.914839999999999,1.0908799999999998,1.69,0.0,27.5856,3.65611,36.28788,34.61379,4.589840000000001,78.62479,20420.17,189.558,10.21465,10.57521,14.318179999999998,13.42194,3.7210699999999997,15.9048,29.17035,0.0,2.9182099999999997,0.0,3.6537300000000004,13.59375,6.853219999999999,0.0,0.0,0.0,191469000.0,0.0,0.0,45.62558,84.61174,728203.0,728200.0,20799040.0,0,0,0,0,1,0,0,0,0,0,0
AIZ,0.60148,4.75122,0.0,2.02,0.0,28.184040000000003,4.87364,0.0,0.0,43.58175,36.99856,7430.361,59.14382,7.20954,3.25992,10.22833,7.300039999999999,1.2440799999999999,16.79178,25.55995,0.0,0.7329,0.0,0.75653,5.26163,0.0,0.0,5.9394599999999995,0.0,59648077.0,0.0,0.0,26.95148,36.99856,449237.0,449240.0,9276940.0,0,0,0,0,1,0,0,0,0,0,0
T,0.65957,7.982530000000001,0.8141,6.97,0.0,0.0,1.6376899999999999,56.085469999999994,54.2338,3.59294,87.2038,212681.3,7119.618,3.81685,7.52492,8.62515,13.84051,1.20919,5.12374,18.22689,0.0,1.21436,0.0,2.40754,6.607189999999999,2.82937,0.0,0.0,0.0,7125000000.0,0.0,0.0,46.62143,96.05903,26951657.0,26951660.0,752419380.0,1,0,0,0,0,0,0,0,0,0,0
ATO,0.315,9.4035,0.8569399999999999,2.21,14.0684,40.91766,4.84923,64.39477,54.05731,6.46246,70.12863,12843.72,121.4986,23.89294,21.30954,28.202109999999998,29.13966,1.98768,12.67243,21.47145,1.526218,4.60364,0.73614,4.28448,9.81666,4.5473099999999995,0.0,0.0,0.0,123354982.0,0.0,0.0,41.221779999999995,70.13105999999999,794021.0,794020.0,18964020.0,0,0,0,0,0,0,0,0,0,0,1
ADSK,1.54518,0.0,0.78513,0.0,901.0594,372.686,1.41395,90.75308000000001,90.53584000000001,3.25553,0.0,52388.02,217.88400000000001,7.508189999999999,9.19258,14.7454,13.10556,0.0,119.2262,169.03,0.18759,15.298,0.0,6.08168,0.0,11.3372,0.0,24.73592,0.0,219196718.0,0.0,0.0,109.295,0.0,1008298.0,1008300.0,30686880.0,0,0,0,0,0,0,0,1,0,0,0
ADP,0.77278,5.35698,1.04772,2.61,8.46367,0.0,5.68444,38.906659999999995,42.17398,3261.5,17.433329999999998,60048.97,429.088,12.00249,16.862470000000002,15.227429999999998,21.3286,10.43529,20.42343,24.568820000000002,2.902857,4.115819999999999,0.0,6.0705800000000005,44.12084,26.88905,0.0,3.3989599999999998,0.0,429965405.0,0.0,0.0,25.84313,34.84928,2377185.0,2377190.0,46428250.0,0,0,0,0,0,0,0,1,0,0,0
AZO,0.94884,0.0,0.93568,0.0,33.42102,20.6645,67.96635,53.633959999999995,53.734840000000005,10.36192,0.0,28212.29,23.24435,12.3375,13.75505,17.69054,18.05806,0.0,13.750020000000001,17.769820000000003,0.5316960000000001,2.3365299999999998,0.16595,14.648570000000001,0.0,28.6602,10.567689999999999,5.60046,0.0,23359376.0,0.0,0.0,141.1288,0.0,165083.0,165080.0,4508850.0,0,1,0,0,0,0,0,0,0,0,0
AVB,0.8085899999999999,2.66549,0.0,4.09,0.0,0.73616,5.59074,65.63128,66.71243,3.5530800000000005,70.3796,21867.33,140.3353,29.643909999999998,33.32669,22.9743,25.16909,2.01167,14.80279,27.7906,0.0,9.26882,0.0,4.107480000000001,7.2543,4.29137,0.0,2.66699,0.0,140743559.0,0.0,0.0,41.30001,70.3796,703760.0,703760.0,23590310.0,0,0,0,0,0,0,0,0,0,1,0
AVY,1.17165,4.51282,1.21739,2.0,122.6355,0.0,6.17052,25.0507,26.885559999999998,8.175,164.5605,9669.925,82.90143,5.30586,7.72348,6.7713399999999995,9.26936,7.96465,13.5909,18.77638,0.153107,1.4250200000000002,0.8368700000000001,9.493360000000001,45.774029999999996,15.2946,0.0,0.0,0.0,83462155.0,0.0,0.0,65.11882,186.6875,471537.0,471540.0,12596920.0,0,0,0,0,0,0,0,0,1,0,0
