,tickers
2000-09-15,"OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,A,AAPL"
2000-09-27,"A,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE"
2000-10-02,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM"
2000-10-03,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM"
2000-10-10,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,XLNX,XOM,XRX,YUM,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL"
2000-10-16,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,X,XEL,XLNX,XOM,XRX,YUM,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR"
2000-10-17,"NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM,A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE"
2000-10-18,"X,XEL,XLNX,XOM,XRX,YUM,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED"
2000-10-19,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM"
2000-10-23,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM"
2000-10-30,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,WOR,X,XEL,XLNX,XOM,XRX,YUM,ECL,ED,EFX,EHC,EIX,EMN,EMR,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT"
2000-11-02,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,ECL,ED,EFX,EHC,EIX,EMN,EMR,EOG,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM"
2000-11-03,"A,AAPL,ABT,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AGN,AIG,ALL,AMAT,AMD,AMGN,APA,APC,APD,ARNC,ASH,ATI,AVY,AXP,AZO,BA,BAC,BAX,BBBY,BBY,BC,BDX,BEN,BIG,BK,BLL,BMS,BMY,BSX,C,CA,CAG,CAH,CAR,CAT,CBS,CCK,CCL,CI,CINF,CL,CLX,CMA,CMCSA,CMI,CMS,CNP,COF,COP,COST,CPB,CR,CSCO,CSX,CTB,CTL,CTXS,CVG,CVS,CVX,D,DE,DIS,DLX,DOV,DRI,DTE,DUK,DVN,DXC,WMB,WMT,WOR,X,XEL,XLNX,XOM,XRX,YUM,ECL,ED,EFX,EHC,EIX,EMN,EMR,EOG,ETN,ETR,EXC,F,FCX,FDX,FE,FITB,FMC,FMCC,FNMA,GD,GE,GIS,GLW,GPC,GPS,GRA,GT,GWW,HAL,HAS,HBAN,HD,HES,HIG,HOG,HON,HPQ,HRB,HSY,HUM,IBM,IFF,INTC,IP,IPG,IR,ITT,ITW,JCI,JNJ,JPM,JWN,K,KBH,KEY,KLAC,KMB,KO,KR,KSS,LEG,LLY,LMT,LNC,LPX,LUV,M,MAR,MAS,MAT,MBI,MCD,MCK,MCO,MDP,MDR,MDT,MMC,MMM,MO,MRK,MRO,MS,MSFT,MSI,MTG,MU,MXIM,NBR,NCR,NEE,NEM,NI,NKE,NOC,NSC,NTAP,NTRS,NUE,NWL,NYT,ODP,OKE,OMC,OXY,PAYX,PBI,PCAR,PCG,PCH,PEG,PEP,PFE,PG,PGR,PH,PHM,PKI,PNC,PNW,PPG,PPL,PTC,QCOM,R,RDC,RDS.A,RF,RIG,ROK,RRD,SBUX,SCHW,SEE,SHW,SLB,SLM,SNA,SNV,SO,SPGI,SRE,STI,STT,SVU,SWK,SYY,T,TAP,TER,TGT,THC,TJX,TKR,TMO,TROW,TUP,TXN,UIS,UN,UNH,UNM,UNP,USB,UTX,VFC,VMC,VZ,WBA,WFC,WHR,WM"
